TimeStamp,HR,RR,HRV,MicroSiemens,SCR,SCR_MIN,ArousalMean,ValenceMean,ArousalSD,ValenceSD,PhaseName,MatchesSam,ImageName,HasValence,Valence
2021-04-04 19:31:23,88.6,677,0.1,1.37,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:24,90.9,660,0,1.37,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:25,93.5,642,0,1.36,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:25,97.4,616,0,1.36,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:26,101.9,589,0,1.36,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:27,101,594,0,1.35,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:27,101.5,591,0,1.35,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:28,99.3,604,0,1.35,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:28,90.1,666,0,1.34,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:29,61.3,978,6.25,1.34,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:30,65.3,919,8.95,1.35,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:31,68.1,881,11.06,1.4,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:32,75.2,798,11.98,1.44,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:33,71,845,12.58,1.46,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:34,72.6,826,14.67,1.49,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:34,79.9,751,18.34,1.5,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:35,87.6,685,22.93,1.49,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:36,83.2,721,26.23,1.48,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:36,76.8,781,30.62,1.48,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:38,73.8,813,34.71,1.47,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:38,78.8,761,35.26,1.46,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:39,80.9,742,35.23,1.46,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:40,73.5,816,34.95,1.47,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:41,69.4,865,35.04,1.52,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:41,69.8,860,32.57,1.52,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:42,70.9,846,28.55,1.55,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:44,72.1,832,21.94,1.56,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:44,73.5,816,13.66,1.55,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:45,77.2,777,8.48,1.54,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:46,78.2,767,5.49,1.53,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:46,78.6,763,4.77,1.53,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:47,78.7,762,5.33,1.52,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:48,81.9,733,6.48,1.52,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:48,81.5,736,7.44,1.51,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:50,82.2,730,8.71,1.5,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:50,86,698,9.75,1.5,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:51,87.3,687,10.1,1.5,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:51,89.8,668,10.14,1.49,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:52,91,659,10.14,1.49,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:53,85.2,704,10.14,1.48,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:54,85.2,704,10.14,1.46,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:55,73.1,821,10.31,1.46,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:56,80.4,746,10.89,1.45,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:57,90.4,664,11.49,1.45,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:57,92.6,648,11.91,1.44,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:58,92.2,651,12.32,1.44,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:59,90.6,662,12.54,1.44,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:31:59,90.2,665,12.72,1.47,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:32:00,96.6,621,13.17,1.49,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:32:00,95.4,629,13.57,1.59,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:32:01,84.6,709,13.95,1.65,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:32:02,83.4,719,14.19,1.72,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:32:03,75.2,798,14.45,1.73,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:32:04,78.4,765,14.68,1.71,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:32:04,77.6,773,15.18,1.7,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:32:05,86.6,693,15.75,1.68,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:32:05,87.8,683,16.13,1.67,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:32:07,86.7,692,16.6,1.65,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:32:07,88.2,680,16.85,1.64,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:32:08,91.6,655,17.05,1.63,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:32:09,89.7,669,17.48,1.62,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:32:09,83.6,718,17.88,1.61,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:32:10,84,714,18.36,1.61,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:32:11,77.5,774,18.55,1.59,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:32:11,75.1,799,18.68,1.59,0,0,0,0,0,0,,False,,False,0
2021-04-04 19:32:13,76.4,785,18.59,1.58,0,0,0,0,0,0,,False,,False,0
